Day,Price,Action,Amount
1,4.489999771118164,BUY,2224.944434131262
2,4.139999866485596,STOP_LOSS,9202.058390581053
3,3.5299999713897705,BUY,2604.2086137953193
4,2.7100000381469727,STOP_LOSS,7050.348037285262
5,2.9200000762939453,BUY,2412.0881867192643
7,3.25,TAKE_PROFIT,7831.447320230771
10,3.259999990463257,BUY,2399.8821766250303
12,2.7699999809265137,STOP_LOSS,6641.025909893737
14,2.700000047683716,BUY,2457.1795432653303
15,2.9800000190734863,TAKE_PROFIT,7315.072690711867
18,2.619999885559082,BUY,2789.2205867259995
20,2.990000009536743,TAKE_PROFIT,8331.429811329908
21,2.890000104904175,BUY,2879.9647333557973
22,3.240000009536743,TAKE_PROFIT,9321.754677774728
28,4.21999979019165,BUY,2206.737769215394
29,3.839999914169312,STOP_LOSS,8465.398971536912
32,3.7300000190734863,BUY,2267.2744046435787
33,3.4800000190734863,STOP_LOSS,7882.224856433077
34,3.319999933242798,BUY,2371.7899969610567
37,3.380000114440918,SELL,8008.633810697038
38,3.119999885559082,BUY,2564.3030353677996
42,2.950000047683716,STOP_LOSS,7557.129382533896
43,2.8399999141693115,BUY,2658.3001694771465
48,2.720000028610229,SELL,7223.345960495383
49,2.5999999046325684,BUY,2775.431876623345
50,2.5899999141693115,SELL,7181.179953914998
53,2.640000104904175,BUY,2445.681303031362
54,2.700000047683716,SELL,7314.854290560545
73,0.699999988079071,BUY,9917.375118115442
74,0.6700000166893005,SELL,7003.739567684776
75,0.6800000071525574,BUY,9774.8514217589
76,0.7200000286102295,SELL,7381.042388408062
77,0.8500000238418579,BUY,8674.89545787533
78,0.7799999713897705,STOP_LOSS,6759.651790743055
79,0.800000011920929,BUY,8441.115047907975
81,0.9300000071525574,TAKE_PROFIT,7842.386817875046
87,0.9200000166893004,BUY,8515.80900971117
89,0.8999999761581421,SELL,7656.563677801638
102,0.5799999833106995,BUY,13187.77126589399
103,0.550000011920929,STOP_LOSS,7246.021079098728
140,0.3300000131130218,BUY,21935.681122353224
143,0.3600000143051147,SELL,7888.948672321756
145,0.3799999952316284,BUY,20739.63111195711
146,0.3100000023841858,STOP_LOSS,6422.856408459685
147,0.2599999904632568,BUY,24678.591490017752
149,0.2300000041723251,STOP_LOSS,5670.400069525519
158,0.3100000023841858,BUY,18273.321373835486
160,0.3199999928474426,SELL,5841.61524621745
162,0.2399999946355819,BUY,24315.72400587893
163,0.2599999904632568,SELL,6315.765921626069
