Day,Price,Action,Amount
0,1.3200000524520874,BUY,7568.181517449304
2,1.5299999713897705,TAKE_PROFIT,11567.738187664856
3,1.440000057220459,BUY,8025.118048802953
6,1.3480000495910645,STOP_LOSS,10807.041668232767
7,1.340000033378601,BUY,8056.891311669234
16,1.4299999475479126,SELL,11509.83279893315
17,1.4299999475479126,BUY,8040.785585937207
25,1.3899999856948853,SELL,11165.515157578928
26,1.399999976158142,BUY,7967.392737413425
31,1.4900000095367432,SELL,11859.543839474252
32,1.524999976158142,BUY,7768.97343007314
34,1.4950000047683716,SELL,11603.000699689692
35,1.5,BUY,7727.598465993335
37,1.5099999904632568,SELL,11657.00493634386
38,1.5950000286102295,BUY,7301.158446720813
41,1.5460000038146973,SELL,11276.303395495604
42,1.5099999904632568,BUY,7460.28288956749
46,1.5299999713897705,SELL,11402.818374990256
47,1.5420000553131104,BUY,7387.428760047733
48,1.5499999523162842,SELL,11439.06371158812
49,1.5579999685287476,BUY,7334.804158351737
53,1.4500000476837158,STOP_LOSS,10624.830912981375
57,1.4579999446868896,BUY,7279.9770128577275
59,1.4500000476837158,SELL,10545.41104876428
60,1.3969999551773071,BUY,7541.063690570005
61,1.3200000524520874,STOP_LOSS,9944.250262629843
63,1.3700000047683716,BUY,6526.186408767307
64,1.2799999713897705,STOP_LOSS,8345.164898089955
68,1.2699999809265137,BUY,5251.540068282418
70,1.2599999904632568,SELL,8279.356475135295
73,0.9200000166893004,BUY,6293.210736992203
74,0.75,STOP_LOSS,4715.1881446914085
75,0.8320000171661377,BUY,3396.975619729663
76,0.7720000147819519,STOP_LOSS,2619.842763416585
77,0.7760000228881836,BUY,1686.3549249084838
80,1.008999943733215,TAKE_PROFIT,1699.8304923225433
81,0.9300000071525574,BUY,1095.5681604967942
82,1.100000023841858,TAKE_PROFIT,1203.9198776641872
85,1.3799999952316284,BUY,610.0733140287119
86,1.3799999952316284,FINAL_SELL,1202.2352325793718
