,Date,Portfolio_Value,Actual_Return,Predicted_Return,Price
0,2019-12-10,9990.0,0.06666662,0.022151709,1.3600000143051147
1,2019-12-11,10655.999518827979,0.08664773,0.05608742,1.340000033378601
2,2019-12-12,11556.170449477191,-0.058823463,0.08514065,1.399999976158142
3,2019-12-13,11716.672657386272,0.013888885,0.08868621,1.383999943733215
4,2019-12-16,11395.66728489949,-0.027397316,0.036920622,1.4299999475479126
5,2019-12-17,10796.234626564534,-0.05070416,0.14553185,1.4299999475479126
6,2019-12-18,10876.803462844724,-0.0059347395,-0.02777944,1.399999976158142
7,2019-12-19,10957.372299124912,0.007462678,0.080773145,1.4299999475479126
8,2019-12-20,10796.234626564534,0.007407392,0.07550497,1.4299999475479126
9,2019-12-23,11279.64764424567,-0.014705857,0.03685477,1.4800000190734863
10,2019-12-24,11150.737122014849,0.04477607,0.13571726,1.4500000476837158
11,2019-12-26,11521.354153086237,-0.011428605,0.024276951,1.440000057220459
12,2019-12-27,11521.354153086237,0.033237003,0.0670623,1.3869999647140503
13,2019-12-30,11279.64764424567,3.5270484e-09,0.05926809,1.440000057220459
14,2019-12-31,11509.83279893315,-0.02097901,0.017174019,1.399999976158142
15,2020-01-02,11498.322966134217,0.021428557,0.03296429,1.3830000162124634
16,2020-01-03,11900.36282055288,3.5270484e-09,-0.07355797,1.3899999856948853
17,2020-01-06,11659.139483023484,0.034965083,0.027744258,1.399999976158142
18,2020-01-07,11578.73170384702,-0.02027025,0.040136613,1.409999966621399
19,2020-01-08,11152.56932396815,-0.0068965377,0.05328341,1.4520000219345093
20,2020-01-09,11578.73170384702,-0.03680561,0.015840214,1.5299999713897705
21,2020-01-10,11257.099628604821,0.03821203,0.045010578,1.4800000190734863
22,2020-01-13,11120.406595712098,-0.027777826,0.027418854,1.4900000095367432
23,2020-01-14,11165.515157578928,-0.012142823,0.05428196,1.524999976158142
24,2020-01-15,11154.349642421348,0.0050614285,0.057098906,1.4700000286102295
25,2020-01-16,11234.023493812505,0.0071942387,-0.080033265,1.4950000047683716
26,2020-01-17,11568.654429485143,0.0071428474,0.050392307,1.5
27,2020-01-21,12190.110660293605,0.029787268,0.06359103,1.4800000190734863
28,2020-01-22,11791.741403337825,0.053718984,0.055233285,1.5099999904632568
29,2020-01-23,11859.543839474252,-0.032679707,0.036711607,1.5950000286102295
30,2020-01-24,11847.684295634777,0.00675674,0.0010936598,1.5299999713897705
31,2020-01-27,11420.391164479628,0.02348992,-0.08051956,1.590000033378601
32,2020-01-28,11603.000699689692,-0.03606554,0.05206998,1.5460000038146973
33,2020-01-29,11591.397698990002,0.017006794,0.037442908,1.5099999904632568
34,2020-01-30,11436.845877062378,0.0033444727,-0.048092533,1.496000051498413
35,2020-01-31,11657.00493634386,-0.013333331,0.08641803,1.4900000095367432
36,2020-02-03,11645.347931407516,0.02027026,0.01584666,1.6100000143051147
37,2020-02-04,11170.772214595025,0.056291416,-0.0053200573,1.5299999713897705
38,2020-02-05,11608.842173988549,-0.040752385,0.027550086,1.5420000553131104
39,2020-02-06,11276.303395495604,0.03921573,0.124669984,1.5499999523162842
40,2020-02-07,11265.027092100108,-0.027672986,0.051604126,1.5579999685287476
41,2020-02-10,11160.583586985695,-0.023285914,-0.04735038,1.5499999523162842
42,2020-02-11,11115.821576602362,-0.009271487,0.04050985,1.5299999713897705
43,2020-02-12,12011.055558923861,-0.0040107183,0.07605958,1.5290000438690186
44,2020-02-13,11402.818374990256,0.08053692,0.06936757,1.4500000476837158
45,2020-02-14,11391.415556615266,-0.04968947,0.008679553,1.4390000104904177
46,2020-02-18,11439.06371158812,0.007843189,-0.07006204,1.4479999542236328
47,2020-02-19,11427.624647876533,0.0051880046,0.0472079,1.437000036239624
48,2020-02-20,11368.946095694475,0.0051613017,-0.01791077,1.4579999446868896
49,2020-02-21,11222.250152427727,-0.0051347935,0.06524059,1.4240000247955322
50,2020-02-24,11214.915879890466,-0.012903219,0.042390916,1.4500000476837158
51,2020-02-25,10624.830912981375,-0.00065355795,0.010093957,1.3969999551773071
52,2020-02-26,10624.830912981375,-0.05166775,0.02762921,1.3200000524520874
53,2020-02-27,10624.830912981375,-0.0075862254,-0.0473367,1.366000056266785
54,2020-02-28,10614.206082068395,0.006254309,-0.03189169,1.3700000047683716
55,2020-03-02,10366.687446820308,-0.0075966334,0.0043489104,1.2799999713897705
56,2020-03-03,10545.41104876428,0.014613715,-0.009288565,1.309999942779541
57,2020-03-04,10534.865637715515,-0.023319555,0.029084194,1.399999976158142
58,2020-03-05,9944.250262629843,0.018258452,0.027802723,1.409999966621399
59,2020-03-06,9935.300437393476,-0.03655179,-0.06128705,1.2699999809265137
60,2020-03-09,8345.164898089955,-0.055118043,0.009106084,1.2300000190734863
61,2020-03-10,8345.164898089955,0.034848493,0.008403906,1.2599999904632568
62,2020-03-11,8345.164898089955,0.002928216,-0.011431604,1.090000033378601
63,2020-03-12,8338.488766171484,-0.06569346,0.0058221156,1.0099999904632568
64,2020-03-13,8128.427363770543,0.023437478,0.008508166,0.9200000166893004
65,2020-03-16,8279.356475135295,0.068702325,-0.02416964,0.75
66,2020-03-17,8279.356475135295,0.0071428474,-0.04229536,0.8320000171661377
67,2020-03-18,8279.356475135295,-0.09929077,-0.021890782,0.7720000147819519
68,2020-03-19,8273.5609256027,-0.031496026,0.0064132954,0.7760000228881836
69,2020-03-20,4712.3590318045935,0.02439021,0.019594293,0.7599999904632568
70,2020-03-23,2618.532842034877,-0.13492061,-0.037199955,0.824999988079071
71,2020-03-24,2591.5511085564062,-0.07339453,-0.026611226,1.008999943733215
72,2020-03-25,2701.164174654874,-0.089108884,-0.035427935,0.9300000071525574
73,2020-03-26,1698.8105940271498,-0.18478262,0.01269276,1.100000023841858
74,2020-03-27,1203.9198776641872,0.10933337,0.028372573,1.100000023841858
75,2020-03-30,1203.9198776641872,-0.07211539,0.027768947,1.059999942779541
76,2020-03-31,1202.2352325793718,0.005181357,0.006499291,1.3799999952316284
