Day,Price,Action,Amount
2,16.299999237060547,BUY,612.8834642695076
3,16.31999969482422,SELL,9992.255691891332
9,16.43000030517578,BUY,607.563192378933
10,16.440000534057617,SELL,9978.350867976225
11,16.389999389648438,BUY,608.198467865963
12,16.360000610351562,SELL,9940.17717819654
14,16.420000076293945,BUY,604.7647353762762
17,16.440000534057617,SELL,9932.39023999263
18,16.559999465942383,BUY,599.1822566274448
26,15.479999542236328,STOP_LOSS,9266.065717250667
27,15.520000457763672,BUY,596.4432589241856
34,16.18000030517578,SELL,9640.801659301947
35,16.280000686645508,BUY,591.594622323517
37,16.229999542236328,SELL,9591.978869050654
38,16.229999542236328,BUY,590.4120246734923
45,16.280000686645508,SELL,9602.296258921131
46,16.1299991607666,BUY,594.7113739469223
51,15.9399995803833,SELL,9470.219352111955
52,15.81999969482422,BUY,598.0246090557819
53,15.880000114440918,SELL,9487.134229384055
57,15.59000015258789,BUY,607.9311739827925
58,15.65999984741211,SELL,9510.681889715788
60,16.030000686645508,BUY,592.7118403520368
61,16.0,SELL,9473.906056186956
65,15.920000076293944,BUY,594.4995040687222
66,15.90999984741211,SELL,9449.028532000926
77,16.100000381469727,BUY,586.3092720378688
78,16.110000610351562,SELL,9435.997287654463
82,16.229999542236328,BUY,580.8109400025236
83,16.31999969482422,SELL,9469.35552922816
86,16.299999237060547,BUY,580.3611421152972
87,16.31999969482422,SELL,9462.022168547275
133,16.559999465942383,BUY,570.8067905327562
134,16.6299991607666,SELL,9483.023931072094
136,16.75,BUY,565.5845317696132
149,15.43000030517578,STOP_LOSS,8718.242528310026
150,13.649999618530272,BUY,638.060405068311
154,11.699999809265137,STOP_LOSS,7457.8413109812755
156,12.520000457763672,BUY,595.078530132984
157,11.739999771118164,STOP_LOSS,6979.235585751007
