,Date,Portfolio_Value,Actual_Return,Predicted_Return,Price
0,2019-08-22,10000.0,-4.831113e-09,-0.03934726,0.7699999809265137
1,2019-08-23,9990.000000000002,0.011764688,0.029514764,0.7900000214576721
2,2019-08-26,10107.529296383318,-0.023255866,0.039974216,0.800000011920929
3,2019-08-27,9872.47000308682,-0.047618996,0.06442091,0.8299999833106995
4,2019-08-28,9392.950464736,-0.025000056,-0.04336575,0.800000011920929
5,2019-08-29,9383.557514271264,-0.012820496,-0.02551732,0.8100000023841858
6,2019-08-30,9505.421784373228,0.012987007,0.0635794,0.8199999928474426
7,2019-09-03,8887.204333429552,-0.06410251,0.052056726,0.8399999737739563
8,2019-09-04,8878.317129096122,0.06849308,-0.031123199,0.8500000238418579
9,2019-09-05,8878.317129096122,-0.012820496,-0.027202219,0.7900000214576721
10,2019-09-06,9108.92324186088,-4.831113e-09,0.023569973,0.7799999713897705
11,2019-09-09,9215.001728659454,0.025974078,0.11184093,0.7599999904632568
12,2019-09-10,9215.001728659454,0.012658217,0.012835039,0.7799999713897705
13,2019-09-11,9215.001728659454,0.037499968,-0.05422896,0.7799999713897705
14,2019-09-12,9215.001728659454,-0.036144536,-0.041479416,0.75
15,2019-09-13,9215.001728659454,0.012499991,-0.021898286,0.7300000190734863
16,2019-09-16,9215.001728659454,0.012345674,-0.04157007,0.6800000071525574
17,2019-09-17,9205.786726930794,0.024390224,-0.032718927,0.7200000286102295
18,2019-09-18,8547.410513308381,0.011904825,-0.0318864,0.699999988079071
19,2019-09-19,8547.410513308381,-0.07058824,0.02430813,0.7200000286102295
20,2019-09-20,8538.863102795072,-0.012658286,0.023258472,0.7400000095367432
21,2019-09-23,8538.863102795072,-0.025641004,-0.029496478,0.7699999809265137
22,2019-09-24,8210.445592306458,0.02631577,-0.04409793,0.7699999809265137
23,2019-09-25,7975.525575644005,-4.831113e-09,0.03577314,0.7400000095367432
24,2019-09-26,8444.674385653356,-0.038461506,0.016552635,0.7400000095367432
25,2019-09-27,8210.099631105766,-0.026666643,0.029193273,0.7300000190734863
26,2019-09-30,8436.229711267702,-0.06849317,0.01436498,0.7099999785423279
27,2019-10-01,8427.793481556433,0.058823552,0.023478413,0.6800000071525574
28,2019-10-02,8760.690994165594,-0.027777838,0.027655512,0.7099999785423279
29,2019-10-03,8760.690994165594,0.028571485,0.059486512,0.699999988079071
30,2019-10-04,8760.690994165594,0.027777754,-0.044390157,0.7099999785423279
31,2019-10-07,8760.690994165594,0.0405405,0.026777174,0.699999988079071
32,2019-10-08,8760.690994165594,-4.831113e-09,-0.035357967,0.7200000286102295
33,2019-10-09,8751.930303171428,-0.03896101,-0.038658943,0.7300000190734863
34,2019-10-10,8373.748641926271,-4.831113e-09,-0.045819767,0.6899999976158142
35,2019-10-11,8365.374893284345,-0.013513496,-0.037804432,0.6800000071525574
36,2019-10-14,8247.552820491952,-0.027397322,-0.030761516,0.6700000166893005
37,2019-10-15,8357.00951839106,-0.042253483,0.06356469,0.5799999833106995
38,2019-10-16,8348.652508872668,0.04411762,-0.030011838,0.5799999833106995
39,2019-10-17,8587.185925160598,-0.014084493,0.024904352,0.6100000143051147
40,2019-10-18,8706.452277862794,0.014285697,0.031814285,0.6100000143051147
41,2019-10-21,8221.156770014302,-0.014084493,-0.028799077,0.6000000238418579
42,2019-10-22,8212.935613244288,0.028571485,0.008087833,0.5699999928474426
43,2019-10-23,8092.15726479736,0.013888875,0.009432943,0.5600000023841858
44,2019-10-24,6991.147392756243,-0.054794546,0.04864787,0.5799999833106995
45,2019-10-25,7345.406089949264,-0.014492745,-0.022859149,0.6000000238418579
46,2019-10-28,7345.406089949264,-0.014705864,0.050589778,0.5799999833106995
47,2019-10-29,7345.406089949264,-0.1343284,0.035243567,0.6000000238418579
48,2019-10-30,7338.060683859315,-4.831113e-09,0.015685845,0.6000000238418579
49,2019-10-31,7202.113575385246,0.05172419,0.029090816,0.550000011920929
50,2019-11-01,7202.113575385246,-4.831113e-09,-0.027369868,0.5199999809265137
51,2019-11-04,7202.113575385246,-0.016393423,-0.027469724,0.5
52,2019-11-05,7202.113575385246,-0.050000045,-0.039105665,0.4799999892711639
53,2019-11-06,7202.113575385246,-0.017543845,0.006813283,0.4799999892711639
54,2019-11-07,7202.113575385246,0.03571425,-0.03452366,0.5
55,2019-11-08,7202.113575385246,0.034482833,-0.031352755,0.5
56,2019-11-11,7202.113575385246,-0.0333334,-0.046655606,0.5099999904632568
57,2019-11-12,7194.911461809861,0.034482833,-0.018122349,0.5
58,2019-11-13,6907.114848951414,-4.831113e-09,-0.02377533,0.4900000095367431
59,2019-11-14,6900.207734102463,-0.08333336,-0.02387196,0.5
60,2019-11-15,6893.30752636836,-0.054545503,-0.019571535,0.4799999892711639
61,2019-11-18,6886.414218841992,-0.038461506,-0.02852845,0.4900000095367431
62,2019-11-19,6886.414218841992,-0.040000025,0.0102286525,0.4799999892711639
63,2019-11-20,6886.414218841992,-4.831113e-09,0.0045189797,0.4600000083446502
64,2019-11-21,6886.414218841992,0.04166668,-0.0316114,0.449999988079071
65,2019-11-22,6886.414218841992,-4.831113e-09,0.013370198,0.4600000083446502
66,2019-11-25,6886.414218841992,0.019999975,-0.006516802,0.449999988079071
67,2019-11-26,6886.414218841992,-0.019607833,-0.029519457,0.4799999892711639
68,2019-11-27,6886.414218841992,-0.019999987,-0.020538714,0.4699999988079071
69,2019-11-29,6879.527804623151,0.020408139,-0.035218798,0.4399999976158142
70,2019-12-02,6723.242579427994,-0.040000025,-0.018882459,0.4300000071525574
71,2019-12-03,6723.242579427994,0.02083338,0.004690063,0.4300000071525574
72,2019-12-04,6723.242579427994,-0.02040821,-0.031227734,0.4300000071525574
73,2019-12-05,6723.242579427994,-0.041666627,-0.027411517,0.4300000071525574
74,2019-12-06,6716.519336848567,-0.021739168,0.006142564,0.4199999868869781
75,2019-12-09,6281.517513182748,0.022222264,-0.021902686,0.4099999964237213
76,2019-12-10,6281.517513182748,-0.021739168,-0.031811886,0.4099999964237213
77,2019-12-11,6281.517513182748,0.06666666,-0.044523023,0.4399999976158142
78,2019-12-12,6281.517513182748,-0.020833317,-0.03662556,0.4399999976158142
79,2019-12-13,6275.235995669565,-0.06382979,0.011729224,0.449999988079071
80,2019-12-16,6119.69992689168,-0.022727245,-0.02667898,0.449999988079071
81,2019-12-17,6119.69992689168,-4.831113e-09,0.0013340308,0.449999988079071
82,2019-12-18,6119.69992689168,-4.831113e-09,-0.018547323,0.4600000083446502
83,2019-12-19,6119.69992689168,-4.831113e-09,-0.005100049,0.4600000083446502
84,2019-12-20,6119.69992689168,-0.023255866,-0.028525136,0.449999988079071
85,2019-12-23,6119.69992689168,-0.023809502,0.011041976,0.4600000083446502
86,2019-12-24,6119.69992689168,-4.831113e-09,-0.037428524,0.4799999892711639
87,2019-12-26,6119.69992689168,0.07317073,-0.041625515,0.5299999713897705
88,2019-12-27,6119.69992689168,-4.831113e-09,-0.03017295,0.5
89,2019-12-30,6119.69992689168,0.02272725,-0.03561868,0.4900000095367431
90,2019-12-31,6119.69992689168,-4.831113e-09,-0.027709553,0.5099999904632568
91,2020-01-02,6119.69992689168,-4.831113e-09,-0.014096057,0.5400000214576721
92,2020-01-03,6119.69992689168,0.022222264,-0.01588331,0.5699999928474426
93,2020-01-06,6119.69992689168,-4.831113e-09,-0.02424827,0.550000011920929
94,2020-01-07,6119.69992689168,-0.021739168,-0.009106971,0.550000011920929
95,2020-01-08,6119.69992689168,0.022222264,-0.023998557,0.5099999904632568
96,2020-01-09,6119.69992689168,0.043478232,-0.011354677,0.5
97,2020-01-10,6119.69992689168,0.10416664,-0.019965086,0.5099999904632568
98,2020-01-13,6119.69992689168,-0.056603722,-0.029308569,0.5
99,2020-01-14,6119.69992689168,-0.019999987,-0.0022492707,0.5199999809265137
100,2020-01-15,6119.69992689168,0.040816285,-0.016913496,0.5600000023841858
101,2020-01-16,6119.69992689168,0.05882358,-0.02371189,0.6200000047683716
102,2020-01-17,6119.69992689168,0.055555515,-0.015661852,0.6299999952316284
103,2020-01-21,6119.69992689168,-0.035087682,-0.03665312,0.6200000047683716
104,2020-01-22,6119.69992689168,-4.831113e-09,-0.020728258,0.6000000238418579
105,2020-01-23,6119.69992689168,-0.07272731,-0.0018671792,0.6000000238418579
106,2020-01-24,6119.69992689168,-0.019607833,-0.00831214,0.6200000047683716
107,2020-01-27,6119.69992689168,0.019999975,-0.011302668,0.6100000143051147
108,2020-01-28,6119.69992689168,-0.019607833,-0.021878576,0.5799999833106995
109,2020-01-29,6119.69992689168,0.039999958,-0.038498353,0.6100000143051147
110,2020-01-30,6119.69992689168,0.07692312,-0.018948574,0.6299999952316284
111,2020-01-31,6119.69992689168,0.107142866,-0.04247008,0.6399999856948853
112,2020-02-03,6119.69992689168,0.016129013,-0.026967533,0.6000000238418579
113,2020-02-04,6119.69992689168,-0.015873007,-0.030834734,0.5899999737739563
114,2020-02-05,6119.69992689168,-0.032258026,-0.019292941,0.5899999737739563
115,2020-02-06,6119.69992689168,-4.831113e-09,-0.0142656835,0.6000000238418579
116,2020-02-07,6119.69992689168,0.03333329,-0.013868327,0.5799999833106995
117,2020-02-10,6119.69992689168,-0.016129024,-0.01566689,0.5799999833106995
118,2020-02-11,6119.69992689168,-0.049180377,-0.003792947,0.5799999833106995
119,2020-02-12,6119.69992689168,0.05172419,-0.0130781615,0.5699999928474426
120,2020-02-13,6119.69992689168,0.03278686,-0.0072756642,0.5600000023841858
121,2020-02-14,6119.69992689168,0.015872996,-0.028681297,0.5199999809265137
122,2020-02-18,6119.69992689168,-0.06249994,-0.013800443,0.5799999833106995
123,2020-02-19,6119.69992689168,-0.016666755,-0.014274973,0.6000000238418579
124,2020-02-20,6119.69992689168,-4.831113e-09,-0.014656352,0.6000000238418579
125,2020-02-21,6119.69992689168,0.016949233,-0.008145128,0.6200000047683716
126,2020-02-24,6119.69992689168,-0.0333334,-0.018514697,0.6100000143051147
127,2020-02-25,6119.69992689168,-4.831113e-09,-0.010631474,0.5699999928474426
128,2020-02-26,6119.69992689168,-4.831113e-09,-0.019056069,0.5699999928474426
129,2020-02-27,6119.69992689168,-0.017241364,-0.01533645,0.5299999713897705
130,2020-02-28,6119.69992689168,-0.017543845,-0.0075865723,0.4600000083446502
131,2020-03-02,6114.192196957478,-0.07142862,-0.023865435,0.4900000095367431
132,2020-03-03,5136.279142599732,0.11538461,-0.010744142,0.5099999904632568
133,2020-03-04,5132.170119285652,0.034482833,-0.0030414576,0.5
