Day,Price,Action,Amount
2,86.9800033569336,BUY,114.85398499014485
3,84.70999908447266,SELL,9719.551682399842
4,84.55999755859375,BUY,114.82772482330378
8,83.88999938964844,SELL,9623.264867576332
11,85.55999755859375,BUY,112.36140576237254
23,87.55999755859375,SELL,9828.526049819267
24,88.37999725341797,BUY,111.09637733542387
28,89.9800033569336,SELL,9986.455953179016
29,90.2300033569336,BUY,110.56709659824267
36,88.13999938964844,SELL,9735.638442857624
37,88.41000366210938,BUY,110.0090759139181
39,83.69000244140625,STOP_LOSS,9197.453171980838
40,83.2699966430664,BUY,110.34293370028531
42,84.8499984741211,SELL,9353.235158343155
43,84.69000244140625,BUY,110.33040091892174
51,90.08999633789062,SELL,9929.72574932892
55,89.80999755859375,BUY,110.45313765995515
56,91.63999938964844,SELL,10111.803542275302
59,91.66999816894533,BUY,110.19626857759812
60,90.83999633789062,SELL,10000.218405404186
78,92.76000213623048,BUY,107.69963299835644
80,92.8000030517578,SELL,9984.531744649752
86,87.61000061035156,BUY,113.85169664896178
87,86.51000213623047,SELL,9839.461209794832
92,89.36000061035156,BUY,110.0002426303292
93,88.83999633789062,SELL,9762.64873129308
94,89.22000122070312,BUY,109.31277683393117
95,89.27999877929688,SELL,9749.685137712631
98,89.26000213623047,BUY,109.11870064387436
100,87.95999908447266,SELL,9588.482727925302
108,87.30999755859375,BUY,109.71131042317324
111,88.29000091552734,SELL,9676.725286007966
116,84.87999725341797,BUY,113.89077372210546
118,77.62999725341797,STOP_LOSS,8832.499110785457
121,77.75,BUY,113.48767346205365
124,78.88999938964844,SELL,8944.08944766388
131,80.98999786376953,BUY,110.3240596850702
134,79.41999816894531,SELL,8753.17468156071
136,78.01000213623047,BUY,112.0935939933521
137,75.47000122070312,SELL,8451.243971835773
138,70.56999969482422,BUY,119.6371370890505
139,66.52999877929688,STOP_LOSS,7951.499125908609
145,51.59000015258789,BUY,138.57710492264476
147,46.77999877929688,STOP_LOSS,6476.154162320698
149,49.34000015258789,BUY,104.8995214941286
150,37.08000183105469,STOP_LOSS,3885.7847746299703
152,35.470001220703125,BUY,76.60922467949305
153,30.670000076293945,STOP_LOSS,2347.2553218381067
155,21.280000686645508,BUY,66.11582680975685
156,24.5,TAKE_PROFIT,1618.217919082204
161,32.84000015258789,BUY,34.4585805589593
162,30.15999984741211,STOP_LOSS,1038.23151361585
