Day,Price,Action,Amount
1,0.8500000238418579,BUY,11752.940846809477
4,0.800000011920929,STOP_LOSS,9392.950464736
6,0.7699999809265137,BUY,12186.438632089787
8,0.7300000190734863,STOP_LOSS,8887.204333429552
10,0.7699999809265137,BUY,11530.282271452992
13,0.800000011920929,SELL,9215.001728659454
19,0.8500000238418579,BUY,10830.337022018162
20,0.7900000214576721,STOP_LOSS,8547.410513308381
23,0.7799999713897705,BUY,10947.260789741944
26,0.7300000190734863,STOP_LOSS,7983.509084728734
27,0.6800000071525574,BUY,11728.71395846133
30,0.7200000286102295,SELL,8436.229711267702
31,0.7400000095367432,BUY,11388.909963436925
32,0.7699999809265137,SELL,8760.690994165594
37,0.7099999785423279,BUY,12326.662771370306
38,0.6800000071525574,SELL,8373.748641926271
39,0.7099999785423279,BUY,11782.218515638488
41,0.7099999785423279,SELL,8357.00951839106
42,0.699999988079071,BUY,11926.646644356251
45,0.6899999976158142,SELL,8221.156770014302
46,0.6800000071525574,BUY,12077.846363024704
48,0.5799999833106995,STOP_LOSS,6998.145538294538
49,0.5799999833106995,BUY,12053.702748145019
50,0.6100000143051147,SELL,7345.406089949264
53,0.5699999928474426,BUY,12873.79083498218
54,0.5600000023841858,SELL,7202.113575385246
62,0.5,BUY,14389.822923619722
64,0.4799999892711639,SELL,6900.207734102463
65,0.5,BUY,13786.61505273672
66,0.5,SELL,6886.414218841992
74,0.4600000083446502,BUY,14955.494956140818
75,0.449999988079071,SELL,6723.242579427994
79,0.4699999988079071,BUY,14290.466710391767
80,0.4399999976158142,STOP_LOSS,6281.517513182748
85,0.4199999868869781,BUY,14941.038551408883
86,0.4099999964237213,SELL,6119.69992689168
137,0.6100000143051147,BUY,9020.036188910914
138,0.5699999928474426,STOP_LOSS,5136.279142599732
140,0.5299999713897705,BUY,7745.121721425312
141,0.4600000083446502,STOP_LOSS,3559.193300429489
145,0.5,BUY,4977.887749980684
147,0.4099999964237213,STOP_LOSS,2038.893025730077
149,0.3700000047683716,BUY,3303.0066591152577
150,0.3000000119209289,STOP_LOSS,989.9111350723754
159,0.3600000143051147,BUY,1373.5016453348696
161,0.3300000131130218,STOP_LOSS,452.8023054102927
